,num_interacoes,erros,coeficiente_min,tolerancia
0,4.0,211.32453564773053,0.7999999999999999,-1
1,21.0,63.05521222900844,0.7,-2
2,126.0,0.028097807271084775,1.2,-3
3,230.0,0.0004405813572409191,0.9999999999999999,-4
4,300.0,1.2804581889530127e-05,1.2,-5
5,300.0,1.2804581889530127e-05,1.2,-6
6,300.0,1.2804581889530127e-05,1.2,-7
7,300.0,1.2804581889530127e-05,1.2,-8
8,300.0,1.2804581889530127e-05,1.2,-9
9,300.0,1.2804581889530127e-05,1.2,-10
