,index,coef_ajuste,num_interacoes,tempos,erros,tolerancia
28,12,1.7000000000000004,16.0,0.0036318302154541016,0.001524110190456623,-2.0
29,13,1.8000000000000005,25.0,0.00549769401550293,0.0019696018159342118,-2.0
30,14,1.9000000000000006,51.0,0.010874509811401367,0.0029690331676549145,-2.0
31,15,2.0000000000000004,300.0,0.06573057174682617,138.000000000037,-2.0
32,0,0.5,10.0,0.00212860107421875,0.0001316070556640625,-3.0
33,1,0.6,8.0,0.0017933845520019531,5.927054868479881e-05,-3.0
34,2,0.7,7.0,0.0014874935150146484,6.600497220000205e-06,-3.0
35,3,0.7999999999999999,6.0,0.0013401508331298828,5.652480000008189e-07,-3.0
36,4,0.8999999999999999,4.0,0.0008516311645507812,1.3799999999995171e-06,-3.0
37,5,0.9999999999999999,2.0,0.0004107952117919922,7.888609052210118e-31,-3.0
38,6,1.0999999999999999,5.0,0.001115560531616211,1.380000000017189e-08,-3.0
39,7,1.2,6.0,0.0012750625610351562,5.652480000011316e-07,-3.0
40,8,1.3,7.0,0.0014872550964355469,6.600497220000595e-06,-3.0
41,9,1.4000000000000001,9.0,0.0019063949584960938,9.483287789576552e-06,-3.0
42,10,1.5000000000000002,12.0,0.0024509429931640625,8.225440979003906e-06,-3.0
43,11,1.6000000000000003,16.0,0.0033164024353027344,1.0982952331724765e-05,-3.0
44,12,1.7000000000000004,22.0,0.004605770111083984,2.1095646872074e-05,-3.0
45,13,1.8000000000000005,35.0,0.007349491119384766,2.2707962891041885e-05,-3.0
46,14,1.9000000000000006,73.0,0.01614093780517578,2.8792903688607884e-05,-3.0
47,15,2.0000000000000004,300.0,0.07059478759765625,138.000000000037,-3.0
48,0,0.5,14.0,0.003215789794921875,5.140900611877441e-07,-4.0
49,1,0.6,11.0,0.002471446990966797,2.427721674134922e-07,-4.0
50,2,0.7,9.0,0.0020024776458740234,5.3464027481924696e-08,-4.0
51,3,0.7999999999999999,7.0,0.001552581787109375,2.260992000012649e-08,-4.0
52,4,0.8999999999999999,5.0,0.0015316009521484375,1.379999999985661e-08,-4.0
53,5,0.9999999999999999,2.0,0.0005166530609130859,7.888609052210118e-31,-4.0
54,6,1.0999999999999999,6.0,0.0012798309326171875,1.3800000000882474e-10,-4.0
55,7,1.2,7.0,0.0015239715576171875,2.2609919999731424e-08,-4.0
56,8,1.3,9.0,0.0019440650939941406,5.3464027482527645e-08,-4.0
57,9,1.4000000000000001,12.0,0.002665281295776367,3.884354678615874e-08,-4.0
58,10,1.5000000000000002,15.0,0.0033919811248779297,1.2852251529704446e-07,-4.0
59,11,1.6000000000000003,20.0,0.004293918609619141,1.8447142463644718e-07,-4.0
60,12,1.7000000000000004,29.0,0.006621122360229492,1.4307554445248904e-07,-4.0
61,13,1.8000000000000005,45.0,0.010141611099243164,2.618049874289338e-07,-4.0
62,14,1.9000000000000006,95.0,0.020759105682373047,2.7922601601601066e-07,-4.0
63,15,2.0000000000000004,300.0,0.06413698196411133,138.000000000037,-4.0
64,0,0.5,17.0,0.003557920455932617,8.032657206058502e-09,-5.0
65,1,0.6,14.0,0.003070831298828125,9.94394797699342e-10,-5.0
66,2,0.7,11.0,0.002302408218383789,4.3305862260701113e-10,-5.0
67,3,0.7999999999999999,9.0,0.0018341541290283203,3.617587199477272e-11,-5.0
68,4,0.8999999999999999,6.0,0.0012640953063964844,1.380000000061602e-10,-5.0
69,5,0.9999999999999999,2.0,0.0004208087921142578,7.888609052210118e-31,-5.0
70,6,1.0999999999999999,7.0,0.001558542251586914,1.3800000015226577e-12,-5.0
71,7,1.2,9.0,0.0019702911376953125,3.617587199329482e-11,-5.0
72,8,1.3,11.0,0.0022690296173095703,4.330586226152714e-10,-5.0
73,9,1.4000000000000001,14.0,0.0028891563415527344,9.943947977017264e-10,-5.0
74,10,1.5000000000000002,19.0,0.004048824310302734,5.020410753854327e-10,-5.0
75,11,1.6000000000000003,25.0,0.0053369998931884766,1.1154281629338769e-09,-5.0
76,12,1.7000000000000004,35.0,0.007671356201171875,1.9803497023482384e-09,-5.0
77,13,1.8000000000000005,56.0,0.012321949005126953,1.9317798401669964e-09,-5.0
78,14,1.9000000000000006,117.0,0.02543497085571289,2.7078605501849757e-09,-5.0
79,15,2.0000000000000004,300.0,0.06562614440917969,138.000000000037,-5.0
80,0,0.5,20.0,0.0042378902435302734,1.255102688446641e-10,-6.0
81,1,0.6,16.0,0.003419160842895508,2.5456506824788123e-11,-6.0
82,2,0.7,13.0,0.0027790069580078125,3.5077748436127598e-12,-6.0
83,3,0.7999999999999999,10.0,0.0021865367889404297,1.4470348807595184e-12,-6.0
84,4,0.8999999999999999,7.0,0.0014872550964355469,1.3800000010785694e-12,-6.0
85,5,0.9999999999999999,2.0,0.0004265308380126953,7.888609052210118e-31,-6.0
86,6,1.0999999999999999,8.0,0.0017573833465576172,1.3800000143124218e-14,-6.0
87,7,1.2,10.0,0.002153158187866211,1.447034880986892e-12,-6.0
88,8,1.3,13.0,0.0028312206268310547,3.507774844356183e-12,-6.0
89,9,1.4000000000000001,17.0,0.003606081008911133,4.073041085954135e-12,-6.0
90,10,1.5000000000000002,22.0,0.004731416702270508,7.844391802791506e-12,-6.0
91,11,1.6000000000000003,29.0,0.0062847137451171875,1.873490989187843e-11,-6.0
92,12,1.7000000000000004,42.0,0.00995945930480957,1.3431188609466339e-11,-6.0
93,13,1.8000000000000005,66.0,0.016661882400512695,2.2271905207158872e-11,-6.0
94,14,1.9000000000000006,139.0,0.03126263618469238,2.6260120282914688e-11,-6.0
95,15,2.0000000000000004,300.0,0.0646827220916748,138.000000000037,-6.0
96,0,0.5,24.0,0.0056765079498291016,4.902744876744691e-13,-7.0
97,1,0.6,19.0,0.0042574405670166016,1.0426985206214478e-13,-7.0
98,2,0.7,15.0,0.0032351016998291016,2.8412976027473295e-14,-7.0
99,3,0.7999999999999999,11.0,0.0023920536041259766,5.788139536953337e-14,-7.0
100,4,0.8999999999999999,8.0,0.0017437934875488281,1.3800000085392625e-14,-7.0
101,5,0.9999999999999999,2.0,0.0004305839538574219,7.888609052210118e-31,-7.0
102,6,1.0999999999999999,9.0,0.0019345283508300781,1.3800002194816495e-16,-7.0
103,7,1.2,12.0,0.002539396286010742,2.3152557894973888e-15,-7.0
104,8,1.3,15.0,0.0032215118408203125,2.8412976062520357e-14,-7.0
105,9,1.4000000000000001,19.0,0.004208087921142578,1.0426985201331666e-13,-7.0
106,10,1.5000000000000002,25.0,0.005455493927001953,1.225686220244964e-13,-7.0
107,11,1.6000000000000003,34.0,0.007342815399169922,1.1328283655527044e-13,-7.0
108,12,1.7000000000000004,48.0,0.011071920394897461,1.859049399247815e-13,-7.0
109,13,1.8000000000000005,76.0,0.01681971549987793,2.5677758561651375e-13,-7.0
110,14,1.9000000000000006,161.0,0.035187721252441406,2.546637484882901e-13,-7.0
111,15,2.0000000000000004,300.0,0.06806373596191406,138.000000000037,-7.0
112,0,0.5,27.0,0.0064239501953125,7.66053886991358e-15,-8.0
113,1,0.6,21.0,0.0048291683197021484,2.6693081750565226e-15,-8.0
114,2,0.7,17.0,0.003895998001098633,2.3014511080909617e-16,-8.0
115,3,0.7999999999999999,13.0,0.0028667449951171875,9.261023980172849e-17,-8.0
116,4,0.8999999999999999,9.0,0.0020537376403808594,1.3799999041783026e-16,-8.0
117,5,0.9999999999999999,2.0,0.0004589557647705078,7.888609052210118e-31,-8.0
118,6,1.0999999999999999,10.0,0.0023229122161865234,1.3800003171813813e-18,-8.0
119,7,1.2,13.0,0.002843141555786133,9.261024162071729e-17,-8.0
120,8,1.3,17.0,0.0037729740142822266,2.30145115397076e-16,-8.0
121,9,1.4000000000000001,22.0,0.004667758941650391,4.2708928800904443e-16,-8.0
122,10,1.5000000000000002,29.0,0.006665945053100586,4.787836859870441e-16,-8.0
123,11,1.6000000000000003,38.0,0.008232355117797852,1.902716676036009e-15,-8.0
124,12,1.7000000000000004,55.0,0.011622905731201172,1.2608502449295148e-15,-8.0
125,13,1.8000000000000005,87.0,0.01883220672607422,1.894684186937916e-15,-8.0
126,14,1.9000000000000006,182.0,0.09106802940368652,3.0489659046814653e-15,-8.0
127,15,2.0000000000000004,300.0,0.07577919960021973,138.000000000037,-8.0
128,0,0.5,30.0,0.006997346878051758,1.196959198423997e-16,-9.0
129,1,0.6,24.0,0.0056896209716796875,1.093348469803159e-17,-9.0
130,2,0.7,18.0,0.003966331481933594,2.0713063327779948e-17,-9.0
131,3,0.7999999999999999,14.0,0.0031375885009765625,3.704411309196059e-18,-9.0
132,4,0.8999999999999999,10.0,0.002265453338623047,1.3800000507280306e-18,-9.0
133,5,0.9999999999999999,2.0,0.0004525184631347656,7.888609052210118e-31,-9.0
134,6,1.0999999999999999,11.0,0.0023975372314453125,1.379999340194801e-20,-9.0
135,7,1.2,14.0,0.0029840469360351562,3.704411672993366e-18,-9.0
136,8,1.3,19.0,0.0043179988861083984,1.86417514980314e-18,-9.0
137,9,1.4000000000000001,24.0,0.0054149627685546875,1.0933484948031817e-17,-9.0
138,10,1.5000000000000002,32.0,0.006932497024536133,7.480994990150276e-18,-9.0
139,11,1.6000000000000003,43.0,0.010557413101196289,1.1505002228026917e-17,-9.0
140,12,1.7000000000000004,61.0,0.014549732208251953,1.7451806286238877e-17,-9.0
141,13,1.8000000000000005,97.0,0.02392864227294922,2.1844220433272786e-17,-9.0
142,14,1.9000000000000006,204.0,0.04551339149475098,2.956806838779975e-17,-9.0
143,15,2.0000000000000004,300.0,0.0658869743347168,138.000000000037,-9.0
144,0,0.5,34.0,0.007496356964111328,4.675621868843738e-19,-10.0
145,1,0.6,26.0,0.005829334259033203,2.798969874696697e-19,-10.0
146,2,0.7,20.0,0.004341602325439453,1.6777602826680846e-19,-10.0
147,3,0.7999999999999999,16.0,0.003525257110595703,5.927124452331152e-21,-10.0
148,4,0.8999999999999999,11.0,0.0024709701538085938,1.3799984520360293e-20,-10.0
149,5,0.9999999999999999,2.0,0.00044536590576171875,7.888609052210118e-31,-10.0
150,6,1.0999999999999999,12.0,0.0026602745056152344,1.3799478273015887e-22,-10.0
151,7,1.2,16.0,0.0035605430603027344,5.9271390036594095e-21,-10.0
152,8,1.3,21.0,0.0046939849853515625,1.5099664860868454e-20,-10.0
153,9,1.4000000000000001,27.0,0.006308794021606445,4.478392759608128e-20,-10.0
154,10,1.5000000000000002,35.0,0.007863998413085938,1.1689065011906445e-19,-10.0
155,11,1.6000000000000003,47.0,0.01062154769897461,1.9324054586321682e-19,-10.0
156,12,1.7000000000000004,68.0,0.01590871810913086,1.1836207632062024e-19,-10.0
157,13,1.8000000000000005,107.0,0.027525901794433594,2.518471402886143e-19,-10.0
158,14,1.9000000000000006,226.0,0.06412863731384277,2.867421515345944e-19,-10.0
159,15,2.0000000000000004,300.0,0.09091925621032715,138.000000000037,-10.0
