,coef_ajuste,num_interacoes,tempos,erros,tolerancia
0,0.5,301,221.62396550178528,184.80966129815215,0.001
1,0.6,301,215.60784339904785,131.83063123424142,0.001
2,0.7,301,231.30827045440674,89.24876331648211,0.001
3,0.7999999999999999,301,228.0704050064087,56.44515404308261,0.001
4,0.8999999999999999,301,236.17828130722046,32.6936663070147,0.001
5,0.9999999999999999,301,240.2246434688568,16.91041989641826,0.001
6,1.0999999999999999,301,228.99449968338013,7.573274782469009,0.001
7,1.2,301,222.52369260787964,2.8433208962095993,0.001
8,1.3,301,225.37751746177673,0.8810011960058021,0.001
9,1.4000000000000001,301,214.9327528476715,0.23264391597411718,0.001
10,1.5000000000000002,273,194.87578082084656,0.1086850844278003,0.001
11,1.6000000000000003,230,164.84459590911865,0.069436375675536,0.001
12,1.7000000000000004,185,131.9831178188324,0.03995153582977474,0.001
13,1.8000000000000005,134,98.40085315704346,0.016049984162993428,0.001
14,1.9000000000000006,129,97.00085806846619,0.0025696142656314314,0.001
15,2.0000000000000004,301,235.7524471282959,261594.29200705423,0.001
